run_id,sweep_value,seed,duration_ms,ecosystem.Inter-DAO Proposal Count,ecosystem.Inter-DAO Proposal Success Rate,ecosystem.Collaboration Proposal Rate,ecosystem.Treaty Proposal Rate,ecosystem.Resource Sharing Rate,ecosystem.Joint Venture Rate,ecosystem.Inter-DAO Voting Participation,ecosystem.Cross-DAO Approval Alignment,ecosystem.Total Shared Budget,ecosystem.Resource Flow Volume,ecosystem.Ecosystem Treasury Total,dao-1.Proposal Pass Rate,dao-2.Proposal Pass Rate,dao-3.Proposal Pass Rate,dao-1.Voter Participation Rate,dao-2.Voter Participation Rate,dao-3.Voter Participation Rate,dao-1.Final Treasury,dao-2.Final Treasury,dao-3.Final Treasury,dao-1.Treasury Growth Rate,dao-2.Treasury Growth Rate,dao-3.Treasury Growth Rate
Inter-DAO Cooperation-homogeneous-governance-run-055,homogeneous-governance,761,3198,47,0.19148936170212766,0.2127659574468085,0.3404255319148936,0.23404255319148937,0.2127659574468085,96.52857982333902,0.5106382978723404,78538.15532289445,21800.547777675092,33820.32511580497,0.8888888888888888,0.7777777777777778,0.8,0.3386880856760375,0.3521239429261762,0.36391419335880104,11943.924405739812,9965.781125087175,11910.619584977983,1.0858111531537353,1.064183000541825,1.0454283179598272
Inter-DAO Cooperation-heterogeneous-governance-run-055,heterogeneous-governance,861,3567,49,0.22448979591836735,0.24489795918367346,0.2653061224489796,0.24489795918367346,0.24489795918367346,85.09132127250328,0.5510204081632653,195316.3851145655,31570.59526303783,33899.84744548641,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-055,asymmetric-treasury,961,3110,64,0.203125,0.234375,0.3125,0.234375,0.21875,99.18283210578242,0.5625,120525.67776292562,43614.55968930386,21804.59106020283,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-055,specialized-daos,1061,2893,76,0.17105263157894737,0.25,0.18421052631578946,0.2894736842105263,0.27631578947368424,110.54563310361131,0.5263157894736842,302541.9413391501,33955.90308587998,33830.2386946282,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-055,isolated-daos,1161,2349,0,0,0,0,0,0,0,0,0,0,35795.57081870546,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-056,homogeneous-governance,762,3234,47,0.1702127659574468,0.3191489361702128,0.2553191489361702,0.14893617021276595,0.2765957446808511,85.07933825936749,0.48936170212765956,231449.612705037,0,23863.32642081604,0.6666666666666666,0.7857142857142857,0.75,0.3427735331570183,0.3068745570517364,0.3929345430502498,0,11957.30586862793,11906.02055218811,1.1279568569238323,1.1303091318626646,1.0432469621009264
Inter-DAO Cooperation-heterogeneous-governance-run-056,heterogeneous-governance,862,3128,48,0.3333333333333333,0.25,0.22916666666666666,0.2708333333333333,0.25,96.67552312742087,0.6041666666666666,231625.41181780398,71491.67928262614,21922.565658825766,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-056,asymmetric-treasury,962,2671,38,0.2631578947368421,0.2894736842105263,0.2894736842105263,0.23684210526315788,0.18421052631578946,102.1091149817734,0.5526315789473685,106200.95292106271,19642.798230051994,23929.81718863717,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-056,specialized-daos,1062,2887,77,0.23376623376623376,0.23376623376623376,0.2727272727272727,0.23376623376623376,0.2597402597402597,100.0973292707362,0.5974025974025974,168782.93781541288,52698.98115773685,33843.898100683335,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-056,isolated-daos,1162,2609,0,0,0,0,0,0,0,0,0,0,35805.40010136957,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-057,homogeneous-governance,763,3408,45,0.24444444444444444,0.26666666666666666,0.26666666666666666,0.24444444444444444,0.2222222222222222,96.34984470095458,0.6222222222222222,165162.73160465062,31965.585531434044,20054.822478931717,0.84,0.7647058823529411,0.7857142857142857,0.3359036144578313,0.3387495462481202,0.3223799070024718,0,9999.999913513368,10054.822565418352,1.0752923348742311,1.110740033316019,1.0418805627381735
Inter-DAO Cooperation-heterogeneous-governance-run-057,heterogeneous-governance,863,3693,45,0.24444444444444444,0.15555555555555556,0.3333333333333333,0.2222222222222222,0.28888888888888886,100.9719351728989,0.6888888888888889,114792.9285466671,7251.206814544275,22553.226290044277,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-057,asymmetric-treasury,963,3122,51,0.1568627450980392,0.3137254901960784,0.2549019607843137,0.3137254901960784,0.11764705882352941,98.18324975512866,0.5294117647058824,42223.00241701305,43793.34132769145,23818.038967103366,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-057,specialized-daos,1063,3117,69,0.2028985507246377,0.10144927536231885,0.30434782608695654,0.37681159420289856,0.21739130434782608,114.69591385030668,0.5652173913043478,188613.52114006877,41218.73389463872,33716.494266644244,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-057,isolated-daos,1163,2347,0,0,0,0,0,0,0,0,0,0,35731.37757087516,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-058,homogeneous-governance,764,3055,52,0.3269230769230769,0.36538461538461536,0.17307692307692307,0.19230769230769232,0.2692307692307692,91.32237805126098,0.5961538461538461,360007.2968378663,31871.193690458313,21989.082842563137,1,0.7857142857142857,0.8333333333333334,0.3538363982244769,0.33767530223271885,0.3403614457831325,11957.892824251821,10031.190018311316,0,1.0671710462205597,1.0551531575429385,1.0912712084249945
Inter-DAO Cooperation-heterogeneous-governance-run-058,heterogeneous-governance,864,3142,41,0.17073170731707318,0.17073170731707318,0.2926829268292683,0.2926829268292683,0.24390243902439024,99.62810228142183,0.5121951219512195,81314.98043425381,21512.808392290026,10000,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-058,asymmetric-treasury,964,2584,54,0.2222222222222222,0.2962962962962963,0.16666666666666666,0.2222222222222222,0.3148148148148148,95.46568135951743,0.5,241681.26152828336,29033.688488416374,23882.72130973189,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-058,specialized-daos,1064,3122,94,0.23404255319148937,0.35106382978723405,0.20212765957446807,0.20212765957446807,0.24468085106382978,125.45229695931152,0.5106382978723404,408643.3643847704,81766.7326843366,28205.39997351015,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-058,isolated-daos,1164,2451,0,0,0,0,0,0,0,0,0,0,35710.36697986549,,,,,,,,,,,,
